,Team Score,Opp Score,Home/Away,Opponent,Team FG%,Opponent FG%,Team 3P%,Opponent 3P%,Team AST,Team TOV,Opponent AST,Opponent TOV,Team FGA,Team FTA,Opponent FGA,Opponent FTA,Team ORB,Opponent ORB,ORtg,DRtg,Ast_Tov_Team,Ast_Tov_Opp,Possession,Team,Opponent_num,prev_ORtg,prev_DRtg
49,81,85,0,UTA,0.371,0.446,0.222,0.227,11,14,14,14,70,33,74,20,9,8,91.95402298850573,96.49496239534551,0.7857142857142857,1.0,88.0875,18,21,106.88127301373812,109.1573880696112
50,115,110,1,CHI,0.448,0.462,0.333,0.417,22,10,21,10,87,44,93,27,13,11,112.89728801079886,107.98871027119893,2.2,2.1,101.8625,18,11,106.37664117802416,108.27987623698523
51,101,96,0,NYK,0.43,0.44,0.238,0.364,20,7,19,10,86,28,84,20,11,10,105.87002096436058,100.62893081761007,2.8571428571428568,1.9,95.4,18,12,105.97150002443404,107.07441953989864
52,104,105,0,BRK,0.467,0.519,0.36,0.474,24,12,23,15,90,13,81,15,12,8,103.8442336495257,104.84273589615576,2.0,1.5333333333333334,100.15,18,7,105.86623212571597,105.6097918949907
53,103,92,0,DET,0.47,0.4320000000000001,0.316,0.37,25,12,21,14,83,24,88,7,8,7,107.44556004694219,95.97079149823963,2.083333333333333,1.5,95.8625,18,13,105.61643827670491,104.44597740462963
54,110,116,0,SAC,0.467,0.494,0.333,0.476,26,18,16,22,90,26,83,31,9,7,95.20718381477873,100.4003029319485,1.4444444444444444,0.7272727272727273,115.5375,18,27,105.33759202114344,103.02723548738103
55,101,121,1,BOS,0.466,0.485,0.28600000000000003,0.313,19,24,32,17,73,34,97,20,6,15,105.40046960605271,126.27184972606314,0.7916666666666666,1.8823529411764703,95.825,18,3,104.88554883095965,101.76486748762468
56,110,114,1,SAC,0.41,0.518,0.37,0.412,27,12,28,16,100,22,83,28,12,6,94.11764705882351,97.54010695187165,2.25,1.75,116.875,18,27,104.63742042792731,102.26926809152698
57,87,81,0,LAC,0.378,0.353,0.25,0.28300000000000003,18,16,19,17,90,17,85,14,14,9,84.99206252289656,79.13054096959334,1.125,1.1176470588235294,102.3625,18,17,103.55969305230721,102.3661072456238
58,116,122,0,DAL,0.462,0.511,0.31,0.379,18,15,25,14,93,31,88,27,18,10,108.1333022605453,113.72640410160801,1.2,1.7857142857142858,107.275,18,22,102.32151489371293,101.89074197512431
59,96,103,1,MEM,0.5329999999999999,0.48,0.32,0.15,27,19,27,8,75,10,75,36,8,4,102.75622156810276,110.24886272411024,1.4210526315789471,3.375,93.425,18,24,101.42756077838331,102.84502346344992
60,117,107,1,LAL,0.487,0.443,0.522,0.355,22,11,19,6,78,38,79,32,7,6,121.08667529107372,110.7373868046572,2.0,3.1666666666666665,96.625,18,16,100.91921484347131,103.2941348144965
