Team Score,Opp Score,Home/Away,Opponent,Team FG%,Opponent FG%,Team 3P%,Opponent 3P%,Team AST,Team TOV,Opponent AST,Opponent TOV,Team FGA,Team FTA,Opponent FGA,Opponent FTA,Team ORB,Opponent ORB,ORtg,DRtg,Ast_Tov_Team,Ast_Tov_Opp,Possession,Team,Opponent_num
130,119,1,MIN,0.523,0.484,0.609,0.333,26,20,32,13,88,28,95,22,9,12,122.78630460448645,112.39669421487604,1.3,2.4615384615384617,105.875,16,29
81,97,1,POR,0.393,0.404,0.238,0.429,19,10,24,13,84,17,89,18,1,12,83.23699421965318,99.67886962106616,1.9,1.8461538461538465,97.3125,16,23
108,119,1,WAS,0.506,0.511,0.364,0.261,21,18,24,12,85,16,94,25,11,13,110.50006394679629,121.75470008952551,1.1666666666666667,2.0,97.7375,16,10
104,119,0,MIN,0.476,0.483,0.333,0.476,20,16,30,10,84,16,89,30,14,14,110.72664359861591,126.69683257918552,1.25,3.0,93.925,16,29
104,115,0,LAC,0.433,0.551,0.261,0.44,26,11,24,17,90,30,69,34,15,4,94.80401093892435,104.8313582497721,2.363636363636364,1.4117647058823528,109.7,16,17
108,103,1,MEM,0.471,0.5,0.368,0.433,14,13,29,14,85,27,80,14,17,5,111.06826070188968,105.92621159532072,1.0769230769230769,2.071428571428572,97.2375,16,24
102,95,0,SAS,0.488,0.438,0.5,0.371,23,16,28,14,86,14,89,6,8,7,103.81679389312977,96.69211195928752,1.4375,2.0,98.25,16,26
98,94,1,SAC,0.442,0.507,0.16699999999999998,0.4,20,14,27,23,86,25,75,13,16,10,97.48818701815468,93.50907734394428,1.4285714285714286,1.173913043478261,100.525,16,27
110,109,1,MIN,0.488,0.5,0.37,0.2,26,16,27,14,86,20,80,31,12,8,106.67959752697298,105.70978300400049,1.625,1.9285714285714288,103.1125,16,29
108,96,1,NOP,0.477,0.468,0.364,0.318,24,11,29,16,88,23,79,20,8,5,102.64940002376144,91.24391113223238,2.1818181818181817,1.8125,105.2125,16,28
94,109,0,GSW,0.441,0.456,0.235,0.333,23,18,26,20,93,14,90,22,11,14,86.99676075890791,100.87922258213787,1.2777777777777777,1.3,108.05,16,30
92,108,1,LAC,0.407,0.393,0.25,0.364,21,19,23,14,91,23,107,13,12,17,90.59576563269327,106.35155096011816,1.1052631578947372,1.6428571428571428,101.55,16,17
132,130,0,PHO,0.516,0.489,0.462,0.483,22,18,17,19,93,33,92,38,5,10,109.21501706484642,107.5602440790154,1.2222222222222223,0.8947368421052632,120.8625,16,25
112,119,1,NOP,0.489,0.5660000000000001,0.333,0.313,27,17,26,18,90,20,83,21,9,6,102.0617382389794,108.4405968789156,1.5882352941176472,1.4444444444444444,109.7375,16,28
102,99,1,WAS,0.446,0.411,0.233,0.231,27,21,20,13,92,16,95,23,6,7,91.26495917682587,88.58069567162512,1.2857142857142858,1.5384615384615383,111.7625,16,10
92,101,1,TOR,0.456,0.43,0.13,0.241,20,21,27,12,79,24,93,20,9,9,94.89427539969057,104.17741103661682,0.9523809523809524,2.25,96.95,16,2
81,96,0,UTA,0.383,0.468,0.227,0.419,17,16,18,21,81,20,79,13,14,14,86.78184009642428,102.85255122539171,1.0625,0.8571428571428571,93.3375,16,21
113,93,1,DET,0.495,0.436,0.462,0.303,30,14,21,12,91,14,94,3,11,10,115.85287709855186,95.34794309880816,2.142857142857143,1.75,97.5375,16,13
110,113,0,POR,0.544,0.465,0.222,0.409,16,11,22,12,79,27,86,27,2,10,113.0233752889802,116.10583097867969,1.4545454545454546,1.8333333333333333,97.325,16,23
124,112,1,BRK,0.511,0.407,0.429,0.237,26,16,23,16,94,27,91,38,7,8,105.14043455219922,94.96555378908319,1.625,1.4375,117.9375,16,7
107,102,1,MEM,0.471,0.46,0.333,0.297,25,16,23,12,85,23,87,14,8,6,106.16395882425896,101.20302616891978,1.5625,1.9166666666666667,100.7875,16,24
96,107,0,BOS,0.435,0.388,0.208,0.241,16,20,20,13,85,23,98,31,12,16,95.6890107151757,106.65337652628956,0.8,1.5384615384615383,100.325,16,3
95,111,0,WAS,0.36,0.518,0.13,0.333,17,19,20,19,86,41,83,20,17,7,88.38237004302826,103.2678218397488,0.8947368421052632,1.0526315789473684,107.4875,16,10
90,98,0,MIL,0.419,0.412,0.273,0.261,21,21,16,12,74,37,85,26,8,9,92.81938893902282,101.07000128915816,1.0,1.3333333333333333,96.9625,16,1
100,93,0,PHO,0.424,0.389,0.424,0.269,17,16,15,15,92,13,95,20,9,11,94.93295360151892,88.2876468494126,1.0625,1.0,105.3375,16,25
109,115,1,PHI,0.385,0.488,0.111,0.219,18,9,27,16,109,27,86,30,22,8,90.80495678433823,95.80339477246694,2.0,1.6875,120.0375,16,6
113,122,1,PHO,0.495,0.466,0.28,0.406,26,19,28,13,91,24,103,19,9,9,104.42416541527086,112.74113434215084,1.368421052631579,2.1538461538461537,108.2125,16,25
127,109,1,DEN,0.53,0.429,0.375,0.419,36,15,18,20,100,16,84,35,13,17,110.80815792343769,95.1030646744465,2.4,0.9,114.6125,16,18
103,94,1,CHI,0.4,0.383,0.325,0.306,23,12,22,14,90,25,94,16,12,15,103.79140949741779,94.7222572112357,1.9166666666666667,1.5714285714285714,99.2375,16,11
102,113,0,SAC,0.5,0.5529999999999999,0.517,0.476,27,17,26,17,78,15,85,14,4,10,107.49571861414832,119.08839415096827,1.5882352941176472,1.5294117647058822,94.8875,16,27
115,120,0,LAC,0.484,0.482,0.3670000000000001,0.35700000000000004,23,16,19,17,91,24,85,30,12,10,105.19094443174022,109.76446375485935,1.4375,1.1176470588235294,109.325,16,17
123,127,1,GSW,0.495,0.5,0.375,0.4,30,17,30,22,95,25,94,28,7,12,104.60295524609332,108.0046773679175,1.7647058823529411,1.3636363636363635,117.5875,16,30
100,115,0,DEN,0.442,0.46,0.3,0.387,21,21,26,12,86,21,87,28,17,9,98.8752935360277,113.70658756643186,1.0,2.1666666666666665,101.1375,16,18
95,118,1,HOU,0.381,0.5,0.321,0.378,16,20,17,15,84,30,90,17,11,7,91.64355480525744,113.83094175810926,0.8,1.1333333333333333,103.6625,16,19
107,104,0,PHI,0.438,0.481,0.393,0.385,22,11,29,18,96,24,81,21,15,7,97.10720363017583,94.38457175269428,2.0,1.6111111111111112,110.1875,16,6
110,99,0,CHO,0.506,0.441,0.333,0.32,24,14,21,11,85,21,93,14,6,9,111.88811188811192,100.69930069930072,1.7142857142857142,1.9090909090909087,98.3125,16,9
109,113,0,NYK,0.412,0.475,0.371,0.409,24,16,25,14,102,15,101,11,20,15,103.14643955524012,106.93162999763426,1.5,1.7857142857142858,105.675,16,12
112,121,0,CLE,0.495,0.5,0.29,0.417,33,18,32,14,95,14,86,25,16,8,103.4522572451218,111.76538505946196,1.8333333333333333,2.2857142857142856,108.2625,16,15
114,116,1,GSW,0.446,0.402,0.4,0.324,23,12,25,14,92,35,107,21,7,15,106.24417520969244,108.10810810810813,1.9166666666666667,1.7857142857142858,107.3,16,30
122,116,0,HOU,0.471,0.411,0.429,0.405,27,10,19,14,85,43,90,32,10,12,117.51956652618904,111.73991571342566,2.7,1.3571428571428572,103.8125,16,19
106,113,0,GSW,0.426,0.494,0.379,0.292,22,15,24,15,94,22,85,27,15,10,98.02334990174545,104.49658998959656,1.4666666666666666,1.6,108.1375,16,30
92,95,1,POR,0.424,0.411,0.32,0.4,23,17,19,11,85,20,95,14,11,9,94.7720834406387,97.86247746587688,1.3529411764705883,1.7272727272727273,97.075,16,23
104,121,1,MIN,0.435,0.583,0.333,0.344,21,12,30,15,92,20,84,14,13,7,100.41033067825245,116.82355780835142,1.75,2.0,103.575,16,29
99,109,1,MEM,0.376,0.493,0.28600000000000003,0.238,14,11,20,10,93,33,71,39,22,5,92.43697478991596,101.77404295051355,1.2727272727272727,2.0,107.1,16,24
106,121,1,LAC,0.489,0.488,0.158,0.281,25,12,23,13,94,16,86,34,11,15,100.59311981020169,114.82799525504153,2.083333333333333,1.7692307692307692,105.375,16,17
142,148,0,HOU,0.505,0.462,0.4,0.34600000000000003,31,14,29,11,105,37,106,39,15,15,117.793446702613,122.7706345914558,2.2142857142857144,2.636363636363636,120.55,16,19
96,114,0,MIN,0.447,0.494,0.308,0.35,18,24,26,17,76,29,81,30,9,7,93.64711620534081,111.2059504938422,0.75,1.5294117647058822,102.5125,16,29
96,133,1,OKC,0.413,0.602,0.333,0.467,24,17,36,9,92,15,93,9,16,7,96.77419354838707,134.07258064516128,1.4117647058823528,4.0,99.2,16,20
94,108,1,CHO,0.404,0.424,0.25,0.364,24,16,26,14,94,12,99,16,12,16,92.4741760944417,106.24692572552877,1.5,1.8571428571428568,101.65,16,9
132,113,1,ATL,0.5579999999999999,0.436,0.444,0.353,32,18,22,15,86,25,94,23,6,10,124.6458923512748,106.70443814919734,1.7777777777777777,1.4666666666666666,105.9,16,14
99,86,1,SAC,0.481,0.345,0.343,0.381,30,25,15,16,77,21,87,27,9,10,99.59758551307849,86.51911468812875,1.2,0.9375,99.4,16,27
93,81,1,SAS,0.414,0.408,0.342,0.4,22,15,21,20,87,14,76,15,12,7,91.27714390872286,79.49944792050056,1.4666666666666666,1.05,101.8875,16,26
107,101,0,DAL,0.453,0.378,0.308,0.256,24,14,20,8,95,18,90,28,11,4,97.78387023075165,92.30066255426092,1.7142857142857142,2.5,109.425,16,22
114,123,0,MEM,0.396,0.512,0.343,0.455,25,13,24,18,96,31,82,34,12,6,96.66136724960256,104.2925278219396,1.9230769230769231,1.3333333333333333,117.9375,16,24
90,114,0,OKC,0.469,0.484,0.385,0.343,25,16,22,16,81,4,95,12,6,21,103.09278350515464,130.5841924398625,1.5625,1.375,87.30000000000003,16,20
99,86,1,IND,0.55,0.381,0.321,0.08,26,14,15,9,80,14,97,13,6,12,111.34542387178404,96.72430760579222,1.8571428571428568,1.6666666666666667,88.9125,16,4
127,107,1,NYK,0.56,0.5429999999999999,0.385,0.48,31,6,32,17,91,21,81,10,12,7,126.54128783161042,106.6135259683647,5.166666666666667,1.8823529411764703,100.3625,16,12
108,107,1,BOS,0.44,0.467,0.269,0.341,18,10,22,11,91,36,90,10,14,7,105.96026490066222,104.97915133676723,1.8,2.0,101.925,16,3
108,103,0,CHI,0.451,0.376,0.208,0.472,23,9,21,13,91,28,93,24,10,16,106.56142081894428,101.6280217069561,2.555555555555556,1.6153846153846154,101.35,16,11
111,123,0,TOR,0.44,0.5,0.32,0.387,22,14,23,14,91,33,92,25,13,12,104.44601270289343,115.73747353563866,1.5714285714285714,1.6428571428571428,106.275,16,2
105,127,0,ORL,0.47,0.5429999999999999,0.2,0.563,18,16,28,14,83,30,81,29,11,4,100.4664513814137,121.51656500418609,1.125,2.0,104.5125,16,8
102,99,0,BRK,0.424,0.451,0.385,0.31,21,15,20,11,92,20,82,23,18,5,98.34880077136314,95.45618898397012,1.4,1.818181818181818,103.7125,16,7
108,104,0,OKC,0.488,0.449,0.433,0.28,24,19,17,17,86,18,89,25,8,13,104.1340243461492,100.27720862962515,1.263157894736842,1.0,103.7125,16,20
112,93,1,PHO,0.47,0.383,0.423,0.276,19,14,24,11,83,26,94,23,12,16,120.2523151254865,99.85236880955578,1.3571428571428572,2.1818181818181817,93.1375,16,25
106,81,1,OKC,0.438,0.35600000000000004,0.32299999999999995,0.235,28,8,16,13,96,13,90,19,13,17,106.96266397578205,81.73562058526741,3.5,1.2307692307692308,99.1,16,20
123,130,0,DAL,0.5479999999999999,0.539,0.471,0.444,29,17,32,9,84,22,89,27,9,10,124.07010465262891,131.13100491741267,1.7058823529411764,3.555555555555556,99.1375,16,22
117,139,0,NOP,0.511,0.535,0.455,0.438,26,20,35,11,90,18,99,21,7,12,111.15069469184185,132.05082531765822,1.3,3.1818181818181817,105.2625,16,28
111,119,0,MIN,0.457,0.467,0.226,0.25,19,13,23,10,94,26,90,31,11,11,102.74210343630683,110.14693972000464,1.4615384615384617,2.3,108.0375,16,29
124,102,1,DAL,0.516,0.407,0.394,0.452,32,16,25,11,93,20,91,11,13,3,117.13307356240404,96.3513992206872,2.0,2.272727272727273,105.8625,16,22
113,108,0,SAC,0.451,0.447,0.447,0.52,26,10,28,11,91,20,94,17,12,17,117.96946365653142,112.74957588411849,2.6,2.5454545454545454,95.7875,16,27
123,104,0,ATL,0.522,0.375,0.455,0.222,28,23,21,11,90,19,96,34,10,8,111.2241437775517,94.0431784785803,1.2173913043478262,1.9090909090909087,110.5875,16,14
131,113,0,MIA,0.595,0.484,0.552,0.29,29,13,23,11,79,26,95,16,6,14,143.99560318768894,124.2099477878538,2.230769230769231,2.090909090909091,90.975,16,5
116,112,0,SAS,0.435,0.449,0.441,0.233,26,15,28,16,92,27,98,20,10,12,107.74410774410774,104.02879368396613,1.7333333333333334,1.75,107.6625,16,26
103,108,1,POR,0.391,0.422,0.297,0.435,20,10,19,14,87,31,83,38,7,7,95.02940837273673,99.64248644908315,2.0,1.3571428571428572,108.3875,16,23
108,107,1,ORL,0.489,0.5,0.333,0.429,27,14,31,16,88,12,84,19,7,8,104.99453153481588,104.02235994653057,1.9285714285714288,1.9375,102.8625,16,8
116,125,0,DEN,0.489,0.506,0.4,0.484,25,15,30,12,92,16,83,30,12,7,108.48725742342764,116.90437222352115,1.6666666666666667,2.5,106.925,16,18
127,113,1,CLE,0.5,0.466,0.382,0.387,30,13,22,12,96,20,88,23,14,7,117.36167263486195,104.42416541527086,2.3076923076923075,1.8333333333333333,108.2125,16,15
112,103,1,DEN,0.444,0.442,0.375,0.325,20,15,26,19,90,25,86,19,12,5,102.79944928866452,94.53877925653971,1.3333333333333333,1.368421052631579,108.95,16,18
106,117,0,GSW,0.452,0.5429999999999999,0.316,0.3,24,14,25,21,84,28,81,28,7,11,100.18903591682421,110.58601134215502,1.7142857142857142,1.1904761904761905,105.8,16,30
91,92,1,MIA,0.421,0.383,0.474,0.278,22,20,23,11,76,22,94,14,7,12,100.49696300386526,101.60132523467695,1.1,2.090909090909091,90.55,16,5
100,110,0,IND,0.442,0.494,0.242,0.28600000000000003,20,13,24,6,86,23,87,19,14,9,106.41127959563715,117.05240755520086,1.5384615384615383,4.0,93.975,16,4
125,128,0,NOP,0.494,0.547,0.436,0.25,19,16,28,9,87,28,95,22,7,8,120.3369434416366,123.22503008423588,1.1875,3.111111111111111,103.875,16,28
100,93,0,MEM,0.407,0.417,0.342,0.172,19,11,20,10,86,25,84,22,11,11,103.45273503168241,96.21104357946464,1.7272727272727273,2.0,96.6625,16,24
106,112,0,DET,0.471,0.44,0.261,0.394,29,10,21,7,85,25,100,15,6,10,111.57894736842104,117.89473684210523,2.9,3.0,95.0,16,13
103,93,1,DAL,0.468,0.393,0.273,0.295,25,15,17,10,77,32,84,19,7,6,108.29281114469707,97.77894598501771,1.6666666666666667,1.7,95.1125,16,22
122,124,1,MIL,0.511,0.479,0.29600000000000004,0.379,33,18,24,12,94,25,94,28,15,8,110.82093789031453,112.637674577041,1.8333333333333333,2.0,110.0875,16,1
83,84,1,SAC,0.4,0.38,0.219,0.292,18,14,17,10,75,25,92,14,10,13,97.92066066951776,99.10042766553605,1.2857142857142858,1.7,84.7625,16,27
110,117,0,UTA,0.486,0.483,0.5,0.424,23,16,29,14,74,36,89,27,7,14,117.69426240470777,125.1838972850073,1.4375,2.071428571428572,93.4625,16,21
122,112,1,SAS,0.547,0.433,0.542,0.391,32,13,25,10,86,18,97,27,4,15,123.62254591513617,113.48955034832173,2.4615384615384617,2.5,98.6875,16,26
96,113,1,MIN,0.392,0.43,0.333,0.308,16,20,25,5,79,32,100,26,13,18,106.93400167084377,125.87023113338905,0.8,5.0,89.775,16,29
97,112,1,UTA,0.398,0.506,0.2,0.361,20,12,35,18,93,22,83,22,12,7,89.03166590178982,102.79944928866452,1.6666666666666667,1.9444444444444444,108.95,16,21
99,105,1,HOU,0.422,0.42,0.278,0.34,22,17,19,18,90,15,88,16,9,8,93.07791749911857,98.71900340815607,1.2941176470588236,1.0555555555555556,106.3625,16,19
115,100,0,LAC,0.477,0.494,0.436,0.333,25,17,27,17,88,16,83,28,10,8,108.03193987787695,93.94081728511038,1.4705882352941178,1.5882352941176472,106.45,16,17
119,128,0,POR,0.484,0.44,0.233,0.35100000000000003,23,15,21,16,93,29,100,29,8,14,106.94226016625477,115.03033026286226,1.5333333333333334,1.3125,111.275,16,23
115,124,1,HOU,0.48,0.458,0.25,0.381,28,10,22,16,100,18,96,30,9,13,101.41093474426808,109.347442680776,2.8,1.375,113.4,16,19
142,143,1,SAS,0.514,0.515,0.359,0.536,33,15,32,9,107,26,97,38,13,10,115.72942135289324,116.54441727791362,2.2,3.555555555555556,122.7,16,26
131,113,0,PHO,0.52,0.524,0.35700000000000004,0.32299999999999995,34,8,27,19,100,23,84,21,11,9,114.96270293988592,99.16630100921458,4.25,1.4210526315789471,113.95,16,25
121,114,1,DEN,0.5,0.5,0.345,0.261,27,13,22,19,92,23,92,20,9,10,111.30274807404852,104.8637461193515,2.0769230769230766,1.1578947368421053,108.7125,16,18
106,110,0,SAS,0.477,0.484,0.394,0.188,19,17,20,13,86,18,91,24,7,12,104.45922641044594,108.40108401084014,1.1176470588235294,1.5384615384615383,101.475,16,26
120,124,0,MIN,0.471,0.429,0.364,0.483,24,18,26,14,104,15,98,30,17,20,106.96378830083565,110.52924791086352,1.3333333333333333,1.8571428571428568,112.1875,16,29
114,113,1,DAL,0.512,0.5,0.588,0.448,23,20,24,23,84,24,86,19,8,10,106.82909687243763,105.89199953145132,1.15,1.0434782608695652,106.7125,16,22
114,110,0,POR,0.523,0.423,0.381,0.171,20,20,20,14,86,25,104,22,9,16,112.13574326816672,108.20115578507314,1.0,1.4285714285714286,101.6625,16,23
107,121,1,TOR,0.459,0.5,0.25,0.28600000000000003,25,16,32,12,85,29,98,14,6,13,107.30851197191927,121.34887802431992,1.5625,2.6666666666666665,99.7125,16,2
114,110,1,MIN,0.484,0.451,0.441,0.5,32,16,22,15,91,14,91,9,12,11,113.47517730496452,109.49359213636929,2.0,1.4666666666666666,100.4625,16,29
101,86,0,SAC,0.414,0.348,0.316,0.24,23,14,11,19,99,17,92,20,17,13,92.4167905753174,78.69152464829006,1.6428571428571428,0.5789473684210527,109.2875,16,27
107,106,1,ATL,0.424,0.4320000000000001,0.368,0.35100000000000003,28,22,25,17,92,24,95,13,17,10,100.19899332787077,99.26255413789069,1.2727272727272727,1.4705882352941178,106.7875,16,14
126,117,1,POR,0.473,0.441,0.469,0.424,25,13,24,14,93,26,93,23,11,11,117.60588029401472,109.20546027301364,1.9230769230769231,1.7142857142857142,107.1375,16,23
117,130,0,ORL,0.478,0.5379999999999999,0.333,0.344,22,14,28,13,90,25,93,23,8,11,111.00569259962049,123.33965844402277,1.5714285714285714,2.1538461538461537,105.4,16,8
113,97,0,MIA,0.442,0.402,0.407,0.406,16,9,20,12,95,21,87,19,14,12,110.78431372549021,95.09803921568628,1.7777777777777777,1.6666666666666667,102.0,16,5
109,105,0,CLE,0.513,0.382,0.36,0.382,23,15,18,3,78,28,102,15,7,15,126.4317819341743,121.79208351457152,1.5333333333333334,6.0,86.2125,16,15
90,83,1,UTA,0.456,0.388,0.304,0.174,10,23,22,19,79,18,85,17,5,7,87.96579108124618,81.1240073304826,0.43478260869565216,1.1578947368421053,102.3125,16,21
104,108,1,ORL,0.468,0.452,0.385,0.355,22,18,31,13,79,31,93,14,5,9,105.91979630808402,109.99363462762571,1.2222222222222223,2.3846153846153846,98.1875,16,8
85,117,0,DEN,0.391,0.485,0.14300000000000002,0.36,19,12,28,11,87,18,97,15,8,16,90.10202729561415,124.02279051278653,1.5833333333333333,2.5454545454545454,94.3375,16,18
104,96,1,IND,0.488,0.3720000000000001,0.292,0.435,25,18,23,17,86,23,86,27,11,10,99.16567342073894,91.53754469606676,1.3888888888888888,1.3529411764705883,104.875,16,4
114,103,1,DAL,0.488,0.395,0.3,0.256,23,17,20,16,86,32,86,34,9,9,104.41950996107164,94.34394321044194,1.3529411764705883,1.25,109.175,16,22
120,96,1,PHO,0.5,0.398,0.407,0.394,26,19,24,15,92,23,93,11,11,7,111.03400416377515,88.82720333102013,1.368421052631579,1.6,108.075,16,25
121,113,1,SAS,0.477,0.448,0.359,0.259,21,12,18,10,88,33,96,20,6,11,117.37601552079543,109.61561780041227,1.75,1.8,103.0875,16,26
120,133,0,SAS,0.46,0.505,0.306,0.419,24,8,27,10,100,21,91,33,10,9,106.83285110171379,118.40640997106613,3.0,2.7,112.325,16,26
111,88,0,MEM,0.443,0.405,0.4,0.2,27,18,17,15,97,12,84,18,19,9,104.10316529894492,82.53223915592028,1.5,1.1333333333333333,106.625,16,24
108,105,1,MIA,0.456,0.447,0.438,0.324,24,12,29,17,90,20,94,13,12,14,108.7202718006795,105.7002642506606,2.0,1.7058823529411764,99.3375,16,5
111,126,0,HOU,0.5379999999999999,0.494,0.313,0.441,23,12,24,13,80,27,85,32,7,15,116.21515508441306,131.91990577149588,1.9166666666666667,1.8461538461538465,95.5125,16,19
128,100,0,CHO,0.5329999999999999,0.424,0.412,0.241,34,15,22,18,92,24,92,18,10,9,117.45813259922,91.76416609314064,2.2666666666666666,1.2222222222222223,108.975,16,9
110,128,0,WAS,0.484,0.509,0.306,0.419,24,22,30,17,91,18,106,10,8,15,104.11736867013724,121.15475627070515,1.0909090909090908,1.7647058823529411,105.65,16,10
110,115,0,BRK,0.467,0.484,0.325,0.412,21,14,27,11,90,23,91,19,8,4,103.31063629960084,108.00657431321908,1.5,2.4545454545454546,106.475,16,7
112,104,1,NOP,0.467,0.431,0.25,0.29600000000000004,28,12,27,12,92,25,102,16,8,14,109.0156953400657,101.22885995863243,2.333333333333333,2.25,102.7375,16,28
99,107,1,MEM,0.493,0.467,0.333,0.5379999999999999,27,16,24,9,75,22,90,14,6,9,111.80124223602483,120.83568605307735,1.6875,2.6666666666666665,88.55000000000003,16,24
127,101,0,GSW,0.5529999999999999,0.409,0.394,0.25,27,12,28,13,85,27,93,21,6,7,124.0234375,98.6328125,2.25,2.1538461538461537,102.4,16,30
116,117,0,SAC,0.511,0.446,0.4,0.345,25,17,25,14,88,23,101,21,9,16,114.34204041399704,115.32774765894531,1.4705882352941178,1.7857142857142858,101.45,16,27
107,118,1,LAC,0.414,0.44,0.3670000000000001,0.316,23,17,21,12,87,35,91,34,8,7,96.93126486241648,106.89616125014156,1.3529411764705883,1.75,110.3875,16,17
121,114,1,SAC,0.48,0.484,0.341,0.382,30,14,24,13,98,20,95,12,12,9,111.41804788213629,104.97237569060772,2.142857142857143,1.8461538461538465,108.6,16,27
100,107,1,OKC,0.416,0.381,0.259,0.226,24,17,22,11,89,32,105,31,8,17,94.82043380348465,101.45786416972857,1.4117647058823528,2.0,105.4625,16,20
112,119,1,NYK,0.439,0.374,0.297,0.297,23,16,20,6,98,20,99,41,12,13,100.91226489469535,107.2192814506138,1.4375,3.333333333333333,110.9875,16,12
86,108,0,MIN,0.368,0.461,0.227,0.344,20,21,24,14,87,28,89,21,12,8,81.02696973265813,101.75479919915205,0.9523809523809524,1.7142857142857142,106.1375,16,29
107,97,0,DAL,0.436,0.419,0.276,0.267,28,13,12,18,94,27,86,24,11,14,98.06392484820714,88.89907205865505,2.1538461538461537,0.6666666666666666,109.1125,16,22
113,100,1,DET,0.561,0.453,0.348,0.318,30,14,23,9,82,18,86,14,9,7,121.37486573576797,107.41138560687432,2.142857142857143,2.555555555555556,93.1,16,13
95,113,0,UTA,0.359,0.396,0.185,0.35700000000000004,14,12,24,16,103,24,96,32,16,15,82.75261324041809,98.43205574912892,1.1666666666666667,1.5,114.8,16,21
95,101,1,CLE,0.396,0.4270000000000001,0.206,0.381,21,11,18,10,91,27,89,23,13,10,93.25153374233128,99.14110429447855,1.9090909090909087,1.8,101.875,16,15
107,100,1,CHI,0.463,0.402,0.308,0.29,21,17,21,13,82,34,92,24,13,13,109.4349271286116,102.27563283047813,1.2352941176470589,1.6153846153846154,97.775,16,11
138,128,0,OKC,0.505,0.394,0.475,0.407,37,23,31,15,99,21,104,36,14,15,117.91092598526113,109.36665598632919,1.608695652173913,2.066666666666667,117.0375,16,20
134,138,0,HOU,0.521,0.42,0.27,0.368,27,15,23,12,96,30,100,36,13,12,118.9261149323275,122.4761482138895,1.8,1.9166666666666667,112.675,16,19
111,130,1,GSW,0.5,0.51,0.25,0.4320000000000001,20,14,41,10,84,38,98,19,7,13,111.51576039181215,130.60404370212234,1.4285714285714286,4.1,99.5375,16,30
105,120,1,MIN,0.506,0.431,0.28600000000000003,0.303,28,19,24,12,87,14,102,25,9,22,109.0767432800935,124.65913517724972,1.4736842105263157,2.0,96.2625,16,29
116,102,1,PHO,0.528,0.4,0.435,0.269,28,16,19,16,89,18,85,32,14,15,113.30891330891329,99.63369963369965,1.75,1.1875,102.375,16,25
105,121,1,PHI,0.467,0.452,0.304,0.417,26,21,33,12,92,16,93,28,14,12,99.10335063709296,114.20481359131666,1.238095238095238,2.75,105.95,16,6
123,120,0,LAC,0.457,0.442,0.423,0.326,28,16,26,8,92,35,104,26,7,12,112.85697901135453,110.10436976717514,1.75,3.25,108.9875,16,17
101,115,0,GSW,0.438,0.473,0.259,0.324,23,15,31,10,96,17,91,19,13,7,94.34843531060251,107.42643624474545,1.5333333333333334,3.1,107.05,16,30
94,136,0,IND,0.467,0.5710000000000001,0.19,0.5589999999999999,25,19,37,10,75,26,98,8,3,10,103.21163875926436,149.3274773538293,1.3157894736842106,3.7,91.075,16,4
129,128,0,BOS,0.515,0.489,0.537,0.421,35,8,35,8,97,18,94,20,10,11,124.60758270949046,123.64163245592852,4.375,4.375,103.525,16,3
120,143,0,PHI,0.516,0.5770000000000001,0.37,0.5,31,16,33,7,93,19,97,22,9,7,112.95446523120363,134.60407106718435,1.9375,4.714285714285714,106.2375,16,6
113,117,0,ATL,0.4320000000000001,0.435,0.35,0.381,25,15,29,20,95,25,92,26,10,6,96.90213313324043,100.3322971379569,1.6666666666666667,1.45,116.6125,16,14
111,106,1,HOU,0.442,0.455,0.267,0.293,22,17,18,14,86,33,88,15,12,4,105.81506196377501,101.04861773117253,1.2941176470588236,1.2857142857142858,104.9,16,19
115,128,0,NOP,0.5429999999999999,0.521,0.345,0.375,33,23,31,17,81,26,96,16,6,9,111.13795602802608,123.70137714423772,1.4347826086956519,1.8235294117647056,103.475,16,28
105,110,0,MEM,0.449,0.441,0.37,0.25,25,17,20,14,89,20,93,23,10,15,102.72716155069095,107.61893114834291,1.4705882352941178,1.4285714285714286,102.2125,16,24
125,119,1,NOP,0.521,0.451,0.32,0.2,37,8,31,13,94,31,102,27,6,14,115.4467790348649,109.9053336411914,4.625,2.3846153846153846,108.275,16,28
120,131,1,MIL,0.479,0.516,0.325,0.35,29,9,30,11,96,18,93,24,8,11,112.70251232683731,123.03357595679736,3.2222222222222223,2.727272727272727,106.475,16,1
109,118,0,PHO,0.483,0.513,0.32,0.231,27,11,21,10,89,23,76,40,10,9,103.84661188519709,112.42110277480049,2.4545454545454546,2.1,104.9625,16,25
105,113,1,LAC,0.418,0.494,0.263,0.379,22,12,25,12,91,24,83,24,7,8,98.22263797942,105.70626753975678,1.8333333333333333,2.083333333333333,106.9,16,17
99,115,1,DEN,0.476,0.459,0.226,0.31,26,12,33,8,84,23,98,17,5,18,107.6086956521739,125.0,2.1666666666666665,4.125,92.0,16,18
107,120,1,BOS,0.484,0.516,0.185,0.368,28,12,32,13,91,18,93,14,8,6,102.78578290105669,115.2737752161383,2.333333333333333,2.4615384615384617,104.1,16,3
123,107,0,CHI,0.547,0.462,0.394,0.407,23,13,23,16,86,20,91,12,5,11,122.87712287712287,106.89310689310688,1.7692307692307692,1.4375,100.1,16,11
