Team Score,Opp Score,Home/Away,Opponent,Team FG%,Opponent FG%,Team 3P%,Opponent 3P%,Team AST,Team TOV,Opponent AST,Opponent TOV,Team FGA,Team FTA,Opponent FGA,Opponent FTA,Team ORB,Opponent ORB,ORtg,DRtg,Ast_Tov_Team,Ast_Tov_Opp,Possession,Team,Opponent_num
98,111,0,TOR,0.447,0.396,0.226,0.39,24,20,21,17,85,24,91,29,6,13,91.94323912278645,104.13979125131935,1.2,1.2352941176470589,106.5875,16,2
97,111,0,DET,0.419,0.43,0.24,0.436,24,14,26,14,86,26,86,32,11,16,96.73398155073545,110.6955871353777,1.7142857142857142,1.8571428571428568,100.275,16,13
123,124,0,NYK,0.485,0.579,0.259,0.462,26,10,24,23,97,28,76,29,15,10,107.38840990941831,108.26148641274692,2.6,1.0434782608695652,114.5375,16,12
101,115,0,MIL,0.384,0.461,0.3720000000000001,0.319,20,19,25,17,86,23,89,27,8,12,95.39551357733177,108.61865407319952,1.0526315789473684,1.4705882352941178,105.875,16,1
106,111,1,BRK,0.385,0.402,0.25,0.381,21,16,21,13,96,32,92,28,19,11,96.58314350797266,101.13895216400913,1.3125,1.6153846153846154,109.75,16,7
111,106,1,SAC,0.459,0.375,0.325,0.424,29,20,27,7,85,24,104,23,9,16,114.24160555769971,109.09558728933487,1.45,3.8571428571428568,97.1625,16,27
124,106,1,WAS,0.539,0.433,0.333,0.188,37,18,21,17,89,23,90,27,13,11,116.5687426556992,99.64747356051704,2.055555555555556,1.2352941176470589,106.375,16,10
100,115,0,UTA,0.381,0.494,0.333,0.313,21,4,33,11,97,24,83,36,8,8,90.29345372460494,103.83747178329573,5.25,3.0,110.75,16,21
129,115,1,CHO,0.56,0.477,0.474,0.385,34,14,26,13,91,12,88,17,11,8,126.61023187338976,112.86958655379708,2.4285714285714284,2.0,101.8875,16,9
130,102,0,NOP,0.475,0.458,0.395,0.258,30,10,19,24,101,22,83,21,11,5,108.14183217219507,84.8497452427992,3.0,0.7916666666666666,120.2125,16,28
103,119,0,OKC,0.476,0.461,0.41,0.295,26,21,33,12,84,10,102,20,4,17,106.04890604890603,122.52252252252251,1.238095238095238,2.75,97.125,16,20
90,108,1,GSW,0.35600000000000004,0.439,0.21600000000000005,0.391,25,18,30,14,104,14,98,5,18,9,81.07195135682919,97.28634162819502,1.3888888888888888,2.142857142857143,111.0125,16,30
122,117,0,LAC,0.448,0.44,0.438,0.345,28,14,29,11,96,27,91,31,14,7,109.14784164616415,104.67456944755087,2.0,2.636363636363636,111.775,16,17
113,109,1,UTA,0.517,0.452,0.28,0.31,28,16,25,11,89,21,84,28,16,10,111.72908169571129,107.7740699542702,1.75,2.272727272727273,101.1375,16,21
101,104,1,POR,0.426,0.411,0.345,0.297,29,17,18,12,94,17,90,22,17,11,97.33767016022165,100.2288880857728,1.7058823529411764,1.5,103.7625,16,23
102,112,0,LAC,0.435,0.519,0.394,0.355,20,14,24,14,85,21,81,24,9,11,102.31974921630092,112.35109717868342,1.4285714285714286,1.7142857142857142,99.6875,16,17
95,86,1,UTA,0.395,0.414,0.308,0.32,19,14,19,22,86,24,70,21,11,3,88.21822402785837,79.86070806732444,1.3571428571428572,0.8636363636363636,107.6875,16,21
120,101,1,CHO,0.527,0.385,0.355,0.28600000000000003,30,13,19,14,93,14,91,23,10,13,115.62085993014574,97.31422377453931,2.3076923076923075,1.3571428571428572,103.7875,16,9
120,91,1,MEM,0.465,0.326,0.269,0.206,25,18,20,21,86,39,95,23,10,13,110.37020004598759,83.69740170154057,1.3888888888888888,0.9523809523809524,108.725,16,24
119,110,0,DAL,0.49,0.392,0.281,0.389,24,11,23,22,96,21,102,23,6,18,107.25552050473189,99.14375844975216,2.1818181818181817,1.0454545454545454,110.95,16,22
103,96,0,SAS,0.483,0.398,0.25,0.24,21,18,23,17,87,19,83,29,7,8,95.01845018450184,88.56088560885608,1.1666666666666667,1.3529411764705883,108.4,16,26
118,112,0,CHI,0.489,0.506,0.333,0.438,26,15,22,16,92,24,85,23,12,7,108.09572884461241,102.59933585251345,1.7333333333333334,1.375,109.1625,16,11
95,80,1,MIA,0.449,0.35,0.25,0.171,30,18,18,12,89,8,80,24,10,8,92.5925925925926,77.97270955165693,1.6666666666666667,1.5,102.6,16,5
104,113,1,TOR,0.436,0.483,0.333,0.333,31,12,26,13,94,19,89,22,13,7,97.89386986704315,106.36545475938343,2.583333333333333,2.0,106.2375,16,2
123,115,0,PHO,0.537,0.473,0.4,0.421,39,9,32,11,95,21,91,17,8,6,114.92641906096705,107.4515300163513,4.333333333333333,2.9090909090909087,107.025,16,25
120,94,1,GSW,0.539,0.404,0.45,0.257,31,19,29,17,89,18,89,17,13,10,115.59301625526793,90.54786273329321,1.631578947368421,1.7058823529411764,103.8125,16,30
99,97,1,SAC,0.42,0.439,0.297,0.41,22,13,24,17,81,22,82,9,10,10,106.03829160530191,103.89610389610388,1.6923076923076923,1.4117647058823528,93.3625,16,27
122,101,1,ATL,0.528,0.43,0.429,0.28600000000000003,26,16,16,18,89,16,86,25,10,9,114.83703965172373,95.07000823626308,1.625,0.8888888888888888,106.2375,16,14
112,107,1,OKC,0.483,0.475,0.452,0.321,29,16,22,15,89,19,80,25,14,8,107.74410774410774,102.93410293410291,1.8125,1.4666666666666666,103.95,16,20
130,127,0,OKC,0.511,0.527,0.5479999999999999,0.355,32,15,28,11,88,29,93,20,11,6,124.83495378706036,121.95414716120514,2.1333333333333333,2.5454545454545454,104.1375,16,20
109,108,0,MEM,0.452,0.483,0.333,0.467,19,16,28,19,84,29,89,13,11,12,109.02725681420357,108.02700675168792,1.1875,1.4736842105263157,99.975,16,24
114,104,0,SAS,0.494,0.466,0.424,0.4,28,9,23,13,89,18,88,15,10,9,115.92729121647386,105.75823058344984,3.111111111111111,1.7692307692307692,98.3375,16,26
114,110,0,NOP,0.518,0.405,0.333,0.425,25,15,20,19,85,25,84,30,7,13,108.50684116597263,104.6995835812017,1.6666666666666667,1.0526315789473684,105.0625,16,28
125,103,1,WAS,0.517,0.396,0.438,0.27,29,18,25,17,87,28,96,19,7,13,118.30119484206793,97.48018454986395,1.6111111111111112,1.4705882352941178,105.6625,16,10
100,114,1,DAL,0.46,0.433,0.259,0.34700000000000003,25,17,24,13,87,16,97,18,9,16,102.48526774276199,116.83320522674869,1.4705882352941178,1.8461538461538465,97.575,16,22
105,96,0,DEN,0.464,0.407,0.292,0.207,24,16,26,11,84,30,91,17,14,7,106.9654908951993,97.79702024703936,1.5,2.363636363636364,98.1625,16,18
121,96,0,UTA,0.511,0.41,0.483,0.452,27,7,20,18,90,25,83,19,8,8,115.2929966650786,91.47212958551692,3.8571428571428568,1.1111111111111112,104.95,16,21
136,113,0,POR,0.541,0.453,0.472,0.294,26,16,20,15,85,33,86,29,3,4,121.72745580666815,101.1411948981875,1.625,1.3333333333333333,111.725,16,23
142,125,1,MIN,0.585,0.524,0.452,0.405,32,10,27,15,94,20,84,26,10,6,129.76924834361438,114.23349326022391,3.2,1.8,109.425,16,29
96,87,0,ORL,0.425,0.42,0.387,0.308,20,13,20,14,87,19,81,17,12,8,96.92074709742552,87.83442705704189,1.5384615384615383,1.4285714285714286,99.05,16,8
113,110,0,MIA,0.494,0.459,0.324,0.303,26,19,24,8,87,23,85,28,14,5,109.58904109589041,106.67959752697298,1.368421052631579,3.0,103.1125,16,5
101,96,0,ATL,0.429,0.36,0.161,0.28600000000000003,21,22,18,19,84,33,86,25,13,8,93.7137555091626,89.07446068197633,0.9545454545454546,0.9473684210526316,107.775,16,14
102,105,0,IND,0.473,0.482,0.258,0.4,28,13,22,12,91,17,85,20,14,13,103.25192964696951,106.28875110717449,2.1538461538461537,1.8333333333333333,98.7875,16,4
104,111,0,MIL,0.463,0.468,0.343,0.41,24,18,22,13,80,23,77,32,7,8,102.90661719233148,109.83302411873841,1.3333333333333333,1.6923076923076923,101.0625,16,1
104,128,1,DEN,0.47,0.489,0.345,0.344,18,19,31,8,83,22,92,30,18,17,113.84783798576905,140.12041598248496,0.9473684210526316,3.875,91.35,16,18
106,111,1,LAC,0.406,0.459,0.267,0.36,24,13,24,16,96,21,85,32,12,13,95.85170114162993,100.37300779925398,1.8461538461538465,1.5,110.5875,16,17
128,120,0,POR,0.516,0.477,0.344,0.429,32,9,18,16,91,28,86,27,11,9,120.11730205278593,112.6099706744868,3.555555555555556,1.125,106.5625,16,23
108,95,1,DAL,0.487,0.36,0.391,0.302,28,16,17,18,78,28,89,20,6,13,111.45510835913313,98.0392156862745,1.75,0.9444444444444444,96.9,16,22
117,107,1,PHO,0.478,0.488,0.25,0.261,25,12,32,14,90,34,86,23,13,11,111.9215592490733,102.35561401410979,2.083333333333333,2.2857142857142856,104.5375,16,25
123,113,1,NOP,0.5,0.471,0.483,0.297,29,12,24,11,86,28,102,7,8,9,126.39691714836223,116.12074502247913,2.4166666666666665,2.1818181818181817,97.3125,16,28
106,99,1,DET,0.457,0.3720000000000001,0.3,0.423,23,13,21,16,92,23,78,35,11,6,94.83337061060163,88.57078953254305,1.7692307692307692,1.3125,111.775,16,13
117,87,1,NYK,0.5,0.389,0.472,0.2,27,17,15,16,82,21,95,16,6,15,120.88337853545141,89.88764044943821,1.5882352941176472,0.9375,96.7875,16,12
129,114,0,DAL,0.528,0.406,0.417,0.289,18,7,19,9,89,32,96,37,12,17,130.45127038301098,115.28251801289343,2.571428571428572,2.1111111111111107,98.8875,16,22
125,110,0,OKC,0.515,0.467,0.469,0.29,21,12,23,7,99,10,92,17,12,5,117.46740279572418,103.37131446023727,1.75,3.2857142857142856,106.4125,16,20
128,99,1,CLE,0.545,0.447,0.3670000000000001,0.28,33,9,21,19,88,28,85,24,11,10,123.25469427058258,95.32980259990372,3.6666666666666665,1.1052631578947372,103.85,16,15
118,119,1,ORL,0.495,0.457,0.395,0.385,34,16,22,13,97,11,94,29,13,13,109.25925925925924,110.1851851851852,2.125,1.6923076923076923,108.0,16,8
124,115,0,HOU,0.484,0.444,0.333,0.324,25,17,20,20,93,32,90,29,15,11,109.7466533908618,101.78117048346056,1.4705882352941178,1.0,112.9875,16,19
107,139,0,BOS,0.438,0.5589999999999999,0.269,0.471,22,15,31,12,89,29,93,29,12,14,103.6068748487049,134.5921084483176,1.4666666666666666,2.583333333333333,103.275,16,3
100,92,0,NYK,0.439,0.409,0.333,0.324,18,10,24,17,82,28,88,13,11,13,107.25298297358896,98.67274433570185,1.8,1.4117647058823528,93.2375,16,12
128,113,0,BRK,0.5,0.44,0.5,0.457,28,15,30,16,94,20,91,15,11,8,118.17657241777263,104.32775533756492,1.8666666666666667,1.875,108.3125,16,7
91,108,0,PHI,0.461,0.526,0.194,0.35100000000000003,23,21,19,21,76,23,78,19,6,8,91.02275568892223,108.02700675168792,1.0952380952380951,0.9047619047619048,99.975,16,6
119,127,1,POR,0.469,0.505,0.344,0.361,28,18,25,5,96,28,97,21,19,6,111.5930137146876,119.0950650568515,1.5555555555555556,5.0,106.6375,16,23
129,113,0,SAC,0.512,0.429,0.442,0.318,33,14,21,16,86,27,91,26,11,13,126.98412698412695,111.23415774578564,2.357142857142857,1.3125,101.5875,16,27
129,102,1,SAS,0.588,0.44,0.429,0.481,28,14,21,6,85,25,91,15,12,7,135.78947368421052,107.36842105263158,2.0,3.5,95.0,16,26
111,121,1,HOU,0.495,0.506,0.29,0.452,33,15,20,16,91,16,85,18,6,6,102.2334791618697,111.44370250978588,2.2,1.25,108.575,16,19
125,120,0,GSW,0.524,0.517,0.483,0.406,29,24,31,18,82,34,89,23,12,8,117.32957878681215,112.63639563533968,1.2083333333333333,1.7222222222222223,106.5375,16,30
125,100,1,PHO,0.516,0.421,0.378,0.355,28,16,26,13,91,25,76,31,16,3,114.3641354071363,91.49130832570907,1.75,2.0,109.3,16,25
120,116,0,DEN,0.505,0.5,0.364,0.44,29,12,32,10,93,27,88,22,10,3,109.95304088878707,106.28793952582753,2.4166666666666665,3.2,109.1375,16,18
117,105,1,MEM,0.477,0.457,0.31,0.333,25,14,22,16,86,40,92,31,12,16,112.64893488987845,101.09519797809605,1.7857142857142858,1.375,103.8625,16,24
114,112,1,BOS,0.453,0.458,0.324,0.382,20,13,20,17,86,37,83,30,11,8,106.1328988711742,104.27091818922379,1.5384615384615383,1.1764705882352942,107.4125,16,3
118,109,1,NOP,0.441,0.453,0.295,0.29600000000000004,27,16,31,20,102,21,86,30,14,6,96.6322039103286,89.26195106971029,1.6875,1.55,122.1125,16,28
116,86,0,GSW,0.511,0.425,0.333,0.281,24,16,27,26,88,27,80,10,8,5,104.23452768729643,77.27732225092666,1.5,1.0384615384615383,111.2875,16,30
88,105,0,MEM,0.414,0.453,0.257,0.32299999999999995,26,14,27,7,87,12,95,11,13,15,98.91808346213293,118.0272586764086,1.8571428571428568,3.8571428571428568,88.9625,16,24
122,114,0,NOP,0.515,0.421,0.371,0.219,23,13,24,16,97,10,95,33,6,15,109.69989884230641,102.50646285264696,1.7692307692307692,1.5,111.2125,16,28
120,107,1,PHI,0.535,0.447,0.394,0.4,25,13,24,15,86,18,85,20,10,12,122.4177505738332,109.15582759500128,1.9230769230769231,1.6,98.025,16,6
113,103,1,MIL,0.418,0.416,0.188,0.279,19,16,22,19,91,38,89,23,10,5,97.8460872388787,89.18714146552658,1.1875,1.1578947368421053,115.4875,16,1
112,103,0,LAC,0.448,0.395,0.28600000000000003,0.226,22,12,12,15,87,28,86,37,9,15,107.75706554419723,99.0980156343957,1.8333333333333333,0.8,103.9375,16,17
102,104,1,BRK,0.46,0.411,0.375,0.325,24,14,24,10,87,12,90,23,8,14,105.90525632706036,107.98182998053213,1.7142857142857142,2.4,96.3125,16,7
103,101,1,LAC,0.39,0.4320000000000001,0.306,0.444,21,16,17,20,82,37,74,28,11,4,95.4255935147655,93.57266936884771,1.3125,0.85,107.9375,16,17
92,107,0,TOR,0.354,0.417,0.25,0.412,17,17,24,14,82,33,84,26,8,7,88.45090734286745,102.87225093137846,1.0,1.7142857142857142,104.0125,16,2
116,108,0,UTA,0.5,0.446,0.34600000000000003,0.279,23,14,25,21,82,31,83,25,4,7,108.10810810810813,100.65237651444548,1.6428571428571428,1.1904761904761905,107.3,16,21
86,105,1,OKC,0.35200000000000004,0.43,0.135,0.208,17,11,17,13,88,29,79,36,10,4,79.30835734870317,96.8299711815562,1.5454545454545454,1.3076923076923077,108.4375,16,20
97,113,0,HOU,0.455,0.429,0.105,0.368,18,24,26,19,77,36,84,23,12,4,92.81186460949648,108.12103815333096,0.75,1.368421052631579,104.5125,16,19
111,116,0,IND,0.42,0.524,0.333,0.455,20,15,25,20,100,19,84,14,15,7,97.08101016726795,101.454028643271,1.3333333333333333,1.25,114.3375,16,4
124,121,1,DEN,0.5429999999999999,0.584,0.483,0.565,28,10,27,14,81,32,77,23,14,10,131.82724252491695,128.63787375415282,2.8,1.9285714285714288,94.0625,16,18
122,136,1,SAC,0.49,0.568,0.429,0.447,29,17,37,14,98,15,95,12,15,9,113.054558091046,126.02803197034636,1.7058823529411764,2.642857142857143,107.9125,16,27
105,85,0,HOU,0.506,0.345,0.481,0.229,26,21,17,16,79,18,87,26,9,15,109.43199583116207,88.58780614903597,1.238095238095238,1.0625,95.95,18,19
78,95,1,MIN,0.305,0.423,0.2,0.182,15,14,18,17,95,20,71,41,17,7,69.0341851974776,84.08009735590221,1.0714285714285714,1.0588235294117647,112.9875,18,29
93,117,0,OKC,0.38,0.523,0.34600000000000003,0.52,20,13,32,19,92,19,86,18,14,13,90.03993706886118,113.27604986082537,1.5384615384615383,1.6842105263157894,103.2875,18,20
120,109,0,LAL,0.506,0.419,0.35,0.231,30,14,18,10,85,31,86,38,11,11,117.20180686118911,106.45830789891346,2.142857142857143,1.8,102.3875,18,16
84,96,1,UTA,0.389,0.435,0.25,0.458,16,13,23,10,72,34,85,17,11,12,99.86625055728932,114.13285777975923,1.2307692307692308,2.3,84.11250000000003,18,21
104,119,0,GSW,0.424,0.495,0.333,0.459,23,19,40,20,92,22,93,18,10,13,94.9771689497717,108.675799086758,1.2105263157894737,2.0,109.5,18,30
108,104,1,POR,0.519,0.396,0.368,0.345,20,14,20,9,77,32,91,27,8,10,115.49258120572115,111.21507819810186,1.4285714285714286,2.2222222222222223,93.5125,18,23
103,102,1,MIL,0.494,0.532,0.333,0.455,27,14,26,16,79,24,79,9,14,8,113.38929406907938,112.28842713636988,1.9285714285714288,1.625,90.8375,18,1
107,98,1,HOU,0.457,0.429,0.45,0.31,25,18,19,20,81,32,77,31,12,8,101.9411694652852,93.3666785756818,1.3888888888888888,0.95,104.9625,18,19
81,105,0,PHO,0.34700000000000003,0.44,0.171,0.458,13,10,19,20,98,8,84,26,9,10,72.59690790947793,94.10710284561956,1.3,0.95,111.575,18,25
115,98,0,NOP,0.529,0.494,0.5,0.304,27,13,25,9,85,13,83,11,11,8,124.7288503253796,106.29067245119309,2.0769230769230766,2.7777777777777777,92.2,18,28
98,109,0,SAS,0.388,0.488,0.333,0.5,25,6,33,10,98,18,86,20,17,10,96.52794878108841,107.36271854223095,4.166666666666667,3.3,101.525,18,26
107,114,1,PHO,0.456,0.506,0.208,0.556,24,11,22,19,90,26,79,25,14,10,101.79569508859556,108.45522654298964,2.1818181818181817,1.1578947368421053,105.1125,18,25
105,118,1,GSW,0.43,0.528,0.267,0.517,23,19,35,21,86,35,89,13,13,11,99.62049335863377,111.95445920303604,1.2105263157894737,1.6666666666666667,105.4,18,30
94,111,1,LAC,0.397,0.468,0.32,0.4,16,16,24,7,78,29,79,47,8,11,95.86945436002037,113.2075471698113,1.0,3.4285714285714284,98.05,18,17
80,91,1,SAS,0.403,0.48,0.35,0.364,17,18,22,18,77,13,75,14,8,5,84.2881601475043,95.87778216778614,0.9444444444444444,1.2222222222222223,94.9125,18,26
81,92,0,DAL,0.4,0.429,0.32,0.269,17,20,18,13,75,17,77,27,10,10,88.09135399673734,100.05437737901032,0.85,1.3846153846153846,91.95,18,22
74,92,0,MIL,0.373,0.455,0.316,0.333,19,22,25,13,75,16,77,22,10,8,79.97838422048096,99.43258578762494,0.8636363636363636,1.9230769230769231,92.525,18,1
90,99,0,CHI,0.387,0.404,0.333,0.353,26,7,22,14,93,22,89,27,13,15,88.98776418242491,97.8865406006674,3.7142857142857135,1.5714285714285714,101.1375,18,11
106,105,0,TOR,0.469,0.424,0.444,0.29600000000000004,30,11,21,4,81,18,92,22,6,9,117.1270718232044,116.0220994475138,2.727272727272727,5.25,90.5,18,2
108,105,0,PHI,0.457,0.5,0.355,0.484,25,17,22,20,81,38,74,26,13,7,103.15186246418341,100.28653295128943,1.4705882352941178,1.1,104.7,18,6
74,85,1,ORL,0.333,0.4320000000000001,0.292,0.063,19,17,14,20,84,20,88,10,10,10,74.27854454203262,85.31994981179423,1.1176470588235294,0.7,99.625,18,8
111,108,1,MIN,0.442,0.4370000000000001,0.393,0.368,21,12,22,10,86,33,87,29,8,8,107.01373825018077,104.12147505422995,1.75,2.2,103.725,18,29
114,108,1,HOU,0.512,0.471,0.32,0.45,26,18,26,11,82,25,87,11,15,5,119.93687532877432,113.62440820620728,1.4444444444444444,2.363636363636364,95.05,18,19
112,100,0,MIN,0.562,0.468,0.556,0.4,24,14,21,9,73,27,77,31,10,10,126.87623902577171,113.28235627301045,1.7142857142857142,2.333333333333333,88.275,18,29
88,97,0,UTA,0.392,0.466,0.214,0.4,15,14,15,14,79,25,73,25,15,5,92.7536231884058,102.23978919631094,1.0714285714285714,1.0714285714285714,94.875,18,21
125,130,1,NOP,0.469,0.564,0.486,0.458,26,5,24,10,96,22,78,39,13,7,115.754138210441,120.38430373885865,5.2,2.4,107.9875,18,28
107,111,1,LAL,0.456,0.476,0.36,0.269,26,12,17,11,90,19,84,32,13,11,105.30200516668717,109.23852872432032,2.1666666666666665,1.5454545454545454,101.6125,18,16
104,96,0,PHO,0.462,0.414,0.4,0.52,26,17,21,16,91,13,87,17,13,12,101.8359853121175,94.00244798041616,1.5294117647058822,1.3125,102.125,18,25
86,101,0,SAS,0.442,0.481,0.278,0.7,25,15,21,11,86,6,81,17,8,10,90.08773078433941,105.80070708393349,1.6666666666666667,1.9090909090909087,95.4625,18,26
112,122,0,OKC,0.489,0.578,0.36,0.5329999999999999,24,10,27,14,94,15,83,21,17,13,112.50627825213463,122.55148166750378,2.4,1.9285714285714288,99.55,18,20
87,93,1,CLE,0.416,0.442,0.208,0.182,18,18,17,12,89,11,86,22,12,9,85.85173307018626,91.77254224744048,1.0,1.4166666666666667,101.3375,18,15
103,110,0,POR,0.425,0.471,0.444,0.375,20,14,22,14,87,19,87,20,12,12,104.8212695585803,111.94504515964891,1.4285714285714286,1.5714285714285714,98.2625,18,23
108,111,0,GSW,0.419,0.5,0.16699999999999998,0.35700000000000004,27,13,34,13,105,23,86,23,24,9,96.0640426951301,98.73248832555038,2.0769230769230766,2.6153846153846154,112.425,18,30
106,112,1,POR,0.425,0.513,0.318,0.435,20,8,23,10,80,48,78,32,15,7,109.27835051546393,115.46391752577318,2.5,2.3,97.0,18,23
78,74,0,MIN,0.358,0.384,0.4,0.273,21,11,23,9,81,17,73,20,13,8,87.3582528349433,82.87834243315135,1.9090909090909087,2.555555555555556,89.2875,18,29
84,91,0,MEM,0.368,0.366,0.211,0.444,19,17,14,7,87,19,82,30,19,11,87.83165599268071,95.15096065873743,1.1176470588235294,2.0,95.6375,18,24
95,92,1,CHO,0.416,0.361,0.444,0.333,25,13,24,12,77,23,83,24,8,9,103.078801030788,99.82368099823681,1.9230769230769231,2.0,92.1625,18,9
112,110,1,GSW,0.425,0.477,0.227,0.385,22,13,25,13,87,37,88,20,13,7,108.17336713751058,106.24169986719791,1.6923076923076923,1.9230769230769231,103.5375,18,30
95,98,1,MIA,0.41,0.494,0.333,0.333,23,13,26,13,78,26,81,19,6,9,100.8626410086264,104.04777704047777,1.7692307692307692,2.0,94.1875,18,5
129,126,1,IND,0.505,0.585,0.385,0.45,25,17,27,15,91,38,82,30,17,9,117.11302768951427,114.3894689060372,1.4705882352941178,1.8,110.15,18,4
104,110,1,OKC,0.422,0.423,0.35,0.214,21,17,30,13,83,36,97,30,12,16,104.33910208176573,110.35866566340607,1.2352941176470589,2.3076923076923075,99.675,18,20
101,102,1,MEM,0.45,0.5,0.3,0.28600000000000003,26,10,21,12,80,26,72,29,10,4,104.05666452028332,105.08692852543464,2.6,1.75,97.0625,18,24
104,101,1,DET,0.462,0.476,0.364,0.379,18,8,23,16,78,29,84,19,3,11,110.16949152542372,106.99152542372879,2.25,1.4375,94.4,18,13
105,119,1,ATL,0.393,0.5,0.3,0.333,18,15,28,14,84,37,86,26,12,10,102.47651579846284,116.14005123825791,1.2,2.0,102.4625,18,14
103,111,0,BOS,0.429,0.4270000000000001,0.333,0.321,23,20,29,11,84,32,96,24,14,14,104.25101214574896,112.3481781376518,1.15,2.636363636363636,98.8,18,3
117,113,0,WAS,0.506,0.443,0.5,0.393,25,15,21,14,81,33,88,30,7,12,115.88461062275594,111.92274359291815,1.6666666666666667,1.5,100.9625,18,10
105,109,0,IND,0.46,0.44,0.222,0.333,24,19,26,15,87,25,100,16,8,14,102.20221438131159,106.09563207202824,1.263157894736842,1.7333333333333334,102.7375,18,4
112,93,1,TOR,0.542,0.3720000000000001,0.455,0.32,28,19,13,12,83,15,78,39,7,9,108.39583837406241,90.00725864989111,1.4736842105263157,1.0833333333333333,103.325,18,2
81,85,0,UTA,0.371,0.446,0.222,0.227,11,14,14,14,70,33,74,20,9,8,91.95402298850573,96.49496239534551,0.7857142857142857,1.0,88.0875,18,21
115,110,1,CHI,0.448,0.462,0.333,0.417,22,10,21,10,87,44,93,27,13,11,112.89728801079886,107.98871027119893,2.2,2.1,101.8625,18,11
101,96,0,NYK,0.43,0.44,0.238,0.364,20,7,19,10,86,28,84,20,11,10,105.87002096436058,100.62893081761007,2.8571428571428568,1.9,95.4,18,12
104,105,0,BRK,0.467,0.519,0.36,0.474,24,12,23,15,90,13,81,15,12,8,103.8442336495257,104.84273589615576,2.0,1.5333333333333334,100.15,18,7
103,92,0,DET,0.47,0.4320000000000001,0.316,0.37,25,12,21,14,83,24,88,7,8,7,107.44556004694219,95.97079149823963,2.083333333333333,1.5,95.8625,18,13
110,116,0,SAC,0.467,0.494,0.333,0.476,26,18,16,22,90,26,83,31,9,7,95.20718381477873,100.4003029319485,1.4444444444444444,0.7272727272727273,115.5375,18,27
101,121,1,BOS,0.466,0.485,0.28600000000000003,0.313,19,24,32,17,73,34,97,20,6,15,105.40046960605271,126.27184972606314,0.7916666666666666,1.8823529411764703,95.825,18,3
110,114,1,SAC,0.41,0.518,0.37,0.412,27,12,28,16,100,22,83,28,12,6,94.11764705882351,97.54010695187165,2.25,1.75,116.875,18,27
87,81,0,LAC,0.378,0.353,0.25,0.28300000000000003,18,16,19,17,90,17,85,14,14,9,84.99206252289656,79.13054096959334,1.125,1.1176470588235294,102.3625,18,17
116,122,0,DAL,0.462,0.511,0.31,0.379,18,15,25,14,93,31,88,27,18,10,108.1333022605453,113.72640410160801,1.2,1.7857142857142858,107.275,18,22
96,103,1,MEM,0.5329999999999999,0.48,0.32,0.15,27,19,27,8,75,10,75,36,8,4,102.75622156810276,110.24886272411024,1.4210526315789471,3.375,93.425,18,24
117,107,1,LAL,0.487,0.443,0.522,0.355,22,11,19,6,78,38,79,32,7,6,121.08667529107372,110.7373868046572,2.0,3.1666666666666665,96.625,18,16
120,121,1,BRK,0.479,0.505,0.231,0.591,28,15,32,13,96,25,91,21,17,8,110.6755821996772,111.59787871800785,1.8666666666666667,2.4615384615384617,108.425,18,7
116,114,1,DAL,0.411,0.441,0.34600000000000003,0.39,25,11,29,12,107,25,93,20,17,8,99.41081949651849,97.6968398500268,2.272727272727273,2.4166666666666665,116.6875,18,22
110,94,1,NYK,0.455,0.44,0.28600000000000003,0.333,28,6,21,16,99,19,75,26,11,6,98.05013927576599,83.7883008356546,4.666666666666667,1.3125,112.1875,18,12
116,98,1,PHO,0.484,0.371,0.464,0.214,27,11,19,14,91,19,89,33,11,16,113.33659013190035,95.74987787005377,2.4545454545454546,1.3571428571428572,102.35,18,25
116,100,1,WAS,0.525,0.419,0.333,0.333,24,21,20,19,80,29,86,29,9,12,112.32147179859598,96.82885499878964,1.1428571428571428,1.0526315789473684,103.275,18,10
119,124,0,MIA,0.527,0.595,0.35,0.471,22,12,24,14,93,20,79,28,13,6,110.28730305838738,114.92122335495829,1.8333333333333333,1.7142857142857142,107.9,18,5
110,116,0,ORL,0.5,0.5429999999999999,0.375,0.32,23,16,28,13,80,24,81,25,7,6,110.4002007276377,116.42202985823612,1.4375,2.1538461538461537,99.6375,18,8
98,116,0,ATL,0.448,0.5,0.273,0.462,22,14,32,12,87,17,80,28,9,7,95.43517954960437,112.96409007912355,1.5714285714285714,2.6666666666666665,102.6875,18,14
101,93,0,CHO,0.4370000000000001,0.422,0.5,0.281,19,13,22,11,87,23,83,20,14,8,102.83823342242586,94.692630775105,1.4615384615384617,2.0,98.2125,18,9
91,124,0,CLE,0.395,0.5579999999999999,0.364,0.484,19,16,38,12,81,25,86,17,10,8,94.81635842667362,129.20031258140142,1.1875,3.1666666666666665,95.975,18,15
104,103,1,PHI,0.434,0.394,0.353,0.405,18,16,26,9,76,40,94,15,7,8,110.56478405315615,109.50166112956808,1.125,2.888888888888889,94.0625,18,6
116,105,0,LAL,0.479,0.435,0.385,0.435,31,9,23,11,94,24,85,26,13,7,109.56316410861866,99.17355371900827,3.4444444444444446,2.090909090909091,105.875,18,16
90,105,0,LAC,0.394,0.475,0.241,0.35700000000000004,24,15,24,14,94,13,80,26,20,17,90.66868152625617,105.78012844729885,1.6,1.7142857142857142,99.2625,18,17
